TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Residential/Other,2018,9,9,22,30,11XX MAPLE ST,Kitsilano,489087.4973,5458126.475
Break and Enter Residential/Other,2018,5,15,18,0,11XX NANAIMO ST,Hastings-Sunrise,495889.1863,5457984.573
Break and Enter Residential/Other,2018,1,29,15,30,11XX NELSON ST,West End,490604.5715,5458943.652
Break and Enter Residential/Other,2018,2,15,15,43,11XX NELSON ST,West End,490604.5715,5458943.652
Break and Enter Residential/Other,2018,8,1,15,0,11XX NELSON ST,West End,490664.9189,5458896.354
Break and Enter Residential/Other,2018,5,16,9,0,11XX NICOLA ST,West End,490033.7535,5459111.831
Break and Enter Residential/Other,2018,3,14,8,43,11XX QUEBEC ST,Central Business District,492602.8585,5457935.172
Break and Enter Residential/Other,2018,7,20,17,31,11XX ROSSLAND ST,Hastings-Sunrise,496691.4013,5458003.12
Break and Enter Residential/Other,2018,1,14,16,30,11XX SEYMOUR ST,Central Business District,490894.3286,5458208.134
Break and Enter Residential/Other,2018,10,30,10,56,11XX UNION ST,Strathcona,494158.9628,5458292.642
Break and Enter Residential/Other,2018,9,18,1,0,11XX W 13TH AVE,Fairview,490493.6143,5456338.43
Break and Enter Residential/Other,2018,12,31,8,0,11XX W 15TH AVE,Fairview,490582.1338,5456124.013
Break and Enter Residential/Other,2018,4,20,18,2,11XX W 26TH AVE,Shaughnessy,490513.9037,5455050.9
Break and Enter Residential/Other,2018,7,10,17,0,11XX W 33RD AVE,Shaughnessy,490447.2009,5454314.199
Break and Enter Residential/Other,2018,8,13,19,0,11XX W 33RD AVE,Shaughnessy,490447.2009,5454314.199
Break and Enter Residential/Other,2018,6,13,8,0,11XX W 37TH AVE,Shaughnessy,490413.432,5453892.071
Break and Enter Residential/Other,2018,8,21,10,47,11XX W 37TH AVE,Shaughnessy,490413.432,5453892.071
Break and Enter Residential/Other,2018,8,4,10,45,11XX W 38TH AVE,Shaughnessy,490462.6829,5453795.969
Break and Enter Residential/Other,2018,7,20,14,24,11XX W 39TH AVE,Shaughnessy,490414.7803,5453696.186
Break and Enter Residential/Other,2018,1,5,17,45,11XX W 39TH AVE,Shaughnessy,490432.4795,5453686.134
Break and Enter Residential/Other,2018,7,10,5,22,11XX W 39TH AVE,Shaughnessy,490453.668,5453685.061
Break and Enter Residential/Other,2018,6,14,9,0,11XX W 41ST AVE,Oakridge,490457.1356,5453477.738
Break and Enter Residential/Other,2018,8,18,20,30,11XX W 41ST AVE,Oakridge,490457.1356,5453477.738
Break and Enter Residential/Other,2018,10,24,16,0,11XX W 43RD AVE,Oakridge,490521.4383,5453276.752
Break and Enter Residential/Other,2018,6,7,0,0,11XX W 48TH AVE,Oakridge,490477.1034,5452757.532
Break and Enter Residential/Other,2018,5,11,0,0,11XX W 49TH AVE,Oakridge,490367.8122,5452669.673
Break and Enter Residential/Other,2018,6,8,12,58,11XX W 49TH AVE,Oakridge,490367.8122,5452669.673
Break and Enter Residential/Other,2018,4,9,21,0,11XX W 49TH AVE,Oakridge,490452.3224,5452664.723
Break and Enter Residential/Other,2018,11,24,15,4,11XX W 50TH AVE,Oakridge,490434.524,5452553.073
Break and Enter Residential/Other,2018,12,31,18,32,11XX W 58TH AVE,Marpole,490461.1528,5451718.883
Break and Enter Residential/Other,2018,2,8,22,0,11XX W 59TH AVE,Marpole,490366.3914,5451614.838
Break and Enter Residential/Other,2018,1,12,21,0,11XX W 8TH AVE,Fairview,490497.4991,5456859.928
Break and Enter Residential/Other,2018,1,20,8,30,11XX W HASTINGS ST,Central Business District,491220.6789,5459509.512
Break and Enter Residential/Other,2018,7,4,10,0,11XX W HASTINGS ST,Central Business District,491225.5157,5459497.492
Break and Enter Residential/Other,2018,4,4,2,0,11XX W KING EDWARD AVE,Shaughnessy,490493.6117,5455189.196
Break and Enter Residential/Other,2018,9,18,6,0,12XX BARCLAY ST,West End,490525.7265,5459183.551
Break and Enter Residential/Other,2018,8,27,4,0,12XX BARCLAY ST,West End,490568.5327,5459141.933
Break and Enter Residential/Other,2018,9,23,23,30,12XX BARCLAY ST,West End,490568.5327,5459141.933
Break and Enter Residential/Other,2018,4,28,2,37,12XX COMOX ST,West End,490416.3105,5458977.818
Break and Enter Residential/Other,2018,7,12,0,0,12XX COMOX ST,West End,490416.3105,5458977.818
Break and Enter Residential/Other,2018,2,13,13,25,12XX COMOX ST,West End,490426.9776,5458967.346
Break and Enter Residential/Other,2018,2,1,19,59,12XX CONNAUGHT DR,Shaughnessy,490155.1788,5454691.002
Break and Enter Residential/Other,2018,2,18,9,30,12XX CONNAUGHT DR,Shaughnessy,490155.1788,5454691.002
Break and Enter Residential/Other,2018,2,5,22,0,12XX CONNAUGHT DR,Shaughnessy,490324.4061,5454617.871
Break and Enter Residential/Other,2018,2,8,14,0,12XX E 13TH AVE,Mount Pleasant,494231.071,5456218.922
Break and Enter Residential/Other,2018,2,13,16,28,12XX E 18TH AVE,Kensington-Cedar Cottage,494251.258,5455740.783
Break and Enter Residential/Other,2018,12,8,23,56,12XX E 26TH AVE,Kensington-Cedar Cottage,494235.9664,5454980.74
Break and Enter Residential/Other,2018,8,2,12,0,12XX E 62ND AVE,Sunset,494089.0613,5451221.99
Break and Enter Residential/Other,2018,12,12,14,0,12XX E BROADWAY AVE,Mount Pleasant,494263.471,5456634.174
Break and Enter Residential/Other,2018,5,5,3,16,12XX HARO ST,West End,490594.9442,5459266.271
Break and Enter Residential/Other,2018,5,22,8,0,12XX HARO ST,West End,490649.1332,5459213.751
Break and Enter Residential/Other,2018,9,24,6,32,12XX HARWOOD ST,West End,490104.1994,5458668.034
Break and Enter Residential/Other,2018,7,11,18,30,12XX HORNBY ST,Central Business District,490642.3094,5458368.771
Break and Enter Residential/Other,2018,8,18,9,0,12XX HOWE ST,Central Business District,490737.4206,5458341.601
Break and Enter Residential/Other,2018,12,2,18,30,12XX JOHNSTON ST,Fairview,490419.443,5457411.863
Break and Enter Residential/Other,2018,3,18,19,45,12XX NELSON ST,West End,490450.328,5459111.515
Break and Enter Residential/Other,2018,3,22,1,30,12XX NELSON ST,West End,490505.6538,5459055.626
Break and Enter Residential/Other,2018,5,1,4,0,12XX QUEBEC ST,Central Business District,492611.3113,5457939.396
Break and Enter Residential/Other,2018,8,16,2,0,12XX QUEBEC ST,Central Business District,492615.1861,5457899.568
Break and Enter Residential/Other,2018,12,4,9,35,12XX RICHARDS ST,Central Business District,490851.8218,5458026.639
Break and Enter Residential/Other,2018,12,15,12,48,12XX RICHARDS ST,Central Business District,490922.136,5458099.088
Break and Enter Residential/Other,2018,11,12,23,0,12XX SE MARINE DR,Sunset,494147.5018,5450937.279
Break and Enter Residential/Other,2018,4,7,13,38,12XX SEYMOUR ST,Central Business District,490865.2702,5458178.842
Break and Enter Residential/Other,2018,3,18,15,30,12XX W 10TH AVE,Fairview,490273.4433,5456647.444
Break and Enter Residential/Other,2018,3,7,16,0,12XX W 11TH AVE,Fairview,490283.4858,5456543.553
Break and Enter Residential/Other,2018,4,7,2,0,12XX W 27TH AVE,Shaughnessy,490338.0899,5454960.643
Break and Enter Residential/Other,2018,10,30,16,32,12XX W 37TH AVE,Shaughnessy,490320.4051,5453896.881
Break and Enter Residential/Other,2018,11,3,10,28,12XX W 37TH AVE,Shaughnessy,490326.7458,5453896.554
Break and Enter Residential/Other,2018,7,17,22,15,12XX W 39TH AVE,Shaughnessy,490226.2624,5453696.682
Break and Enter Residential/Other,2018,12,14,10,6,12XX W 41ST AVE,Shaughnessy,490309.3929,5453495
Break and Enter Residential/Other,2018,6,25,18,0,12XX W 47TH AVE,Oakridge,490226.8944,5452881.68
Break and Enter Residential/Other,2018,3,28,0,0,12XX W 48TH AVE,Oakridge,490279.4659,5452777.858
Break and Enter Residential/Other,2018,2,6,0,0,12XX W 49TH AVE,Oakridge,490182.6091,5452680.329
Break and Enter Residential/Other,2018,6,23,18,30,12XX W 57TH AVE,Marpole,490259.6669,5451835.055
Break and Enter Residential/Other,2018,2,8,0,7,12XX W 64TH AVE,Marpole,490288.9398,5451142.749
Break and Enter Residential/Other,2018,2,28,9,0,12XX W CORDOVA ST,Central Business District,491016.8463,5459692.209
Break and Enter Residential/Other,2018,2,19,11,0,12XX W GEORGIA ST,West End,490879.2601,5459383.759
Break and Enter Residential/Other,2018,7,25,22,0,12XX W KING EDWARD AVE,Shaughnessy,490289.2992,5455162.572
Break and Enter Residential/Other,2018,9,27,0,0,12XX W KING EDWARD AVE,Shaughnessy,490355.6897,5455192.416
Break and Enter Residential/Other,2018,1,16,23,40,13XX ADANAC ST,Grandview-Woodland,494424.7409,5458330.339
Break and Enter Residential/Other,2018,11,13,10,20,13XX BUTE ST,West End,490092.3637,5458586.37
Break and Enter Residential/Other,2018,3,3,13,0,13XX CARDERO ST,West End,489777.2409,5459023.175
Break and Enter Residential/Other,2018,11,27,16,14,13XX CONTINENTAL ST,Central Business District,490638.5428,5458160.657
Break and Enter Residential/Other,2018,9,7,23,0,13XX COTTON DR,Grandview-Woodland,494801.9271,5457791.696
Break and Enter Residential/Other,2018,7,30,13,18,13XX COTTON DR,Grandview-Woodland,494802.6206,5457765.254
Break and Enter Residential/Other,2018,6,8,5,0,13XX DOGWOOD AVE,Oakridge,490100.066,5452309.604
Break and Enter Residential/Other,2018,10,12,16,0,13XX E 18TH AVE,Kensington-Cedar Cottage,494343.6505,5455738.633
Break and Enter Residential/Other,2018,11,12,7,0,13XX E 1ST AVE,Grandview-Woodland,494457.851,5457429.315
Break and Enter Residential/Other,2018,4,26,4,44,13XX E 20TH AVE,Kensington-Cedar Cottage,494380.0918,5455537.201
Break and Enter Residential/Other,2018,8,15,22,0,13XX E 21ST AVE,Kensington-Cedar Cottage,494437.206,5455435.001
Break and Enter Residential/Other,2018,2,15,12,30,13XX E 35TH AVE,Kensington-Cedar Cottage,494374.6363,5453981.423
Break and Enter Residential/Other,2018,7,13,18,0,13XX E 39TH AVE,Kensington-Cedar Cottage,494373.5589,5453564.901
Break and Enter Residential/Other,2018,10,12,22,15,13XX E 54TH AVE,Sunset,494266.712,5451962.048
Break and Enter Residential/Other,2018,11,25,2,0,13XX E 55TH AVE,Sunset,494353.7155,5451873.959
Break and Enter Residential/Other,2018,5,10,17,56,13XX E 60TH AVE,Sunset,494329.1001,5451418.547
Break and Enter Residential/Other,2018,10,14,11,33,13XX E 61ST AVE,Sunset,494202.9995,5451326.231
Break and Enter Residential/Other,2018,8,4,22,0,13XX E 63RD AVE,Sunset,494202.2847,5451128.222
Break and Enter Residential/Other,2018,10,23,1,48,13XX E 64TH AVE,Sunset,494249.3316,5451019.23
Break and Enter Residential/Other,2018,3,31,18,0,13XX E 8TH AVE,Grandview-Woodland,494456.6016,5456726.551
Break and Enter Residential/Other,2018,12,1,13,0,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Residential/Other,2018,12,3,0,0,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Residential/Other,2018,1,22,9,30,13XX GRANVILLE ST,Central Business District,490708.4013,5458151.9
Break and Enter Residential/Other,2018,11,27,10,6,13XX HARO ST,West End,490482.0409,5459376.843
Break and Enter Residential/Other,2018,3,13,5,30,13XX HARO ST,West End,490517.8413,5459341.714
Break and Enter Residential/Other,2018,5,3,22,0,13XX HOMER ST,Central Business District,490884.6307,5457917.275
Break and Enter Residential/Other,2018,5,3,22,30,13XX HOMER ST,Central Business District,490884.6307,5457917.275
Break and Enter Residential/Other,2018,5,23,4,40,13XX HORNBY ST,Central Business District,490529.4457,5458255.819
Break and Enter Residential/Other,2018,5,3,22,36,13XX JERVIS ST,West End,490041.9713,5458762.266
Break and Enter Residential/Other,2018,7,23,3,51,13XX JERVIS ST,West End,490061.8881,5458784.76
Break and Enter Residential/Other,2018,8,13,0,0,13XX JERVIS ST,West End,490061.8881,5458784.76
Break and Enter Residential/Other,2018,3,30,16,30,13XX JOHNSTON ST,Fairview,490359.3044,5457487.575
Break and Enter Residential/Other,2018,4,15,12,10,13XX JOHNSTON ST,Fairview,490359.3044,5457487.575
Break and Enter Residential/Other,2018,4,21,17,0,13XX JOHNSTON ST,Fairview,490359.3044,5457487.575
Break and Enter Residential/Other,2018,7,22,23,0,13XX MAPLE ST,Kitsilano,489074.0539,5457949.876
Break and Enter Residential/Other,2018,1,7,3,0,13XX MAPLE ST,Kitsilano,489074.7453,5457970.765
Break and Enter Residential/Other,2018,10,5,17,0,13XX MAPLE ST,Kitsilano,489082.7781,5457937.04
Break and Enter Residential/Other,2018,10,24,12,20,13XX MAPLE ST,Kitsilano,489082.7781,5457937.04
Break and Enter Residential/Other,2018,9,13,12,58,13XX MARINASIDE CRES,Central Business District,491144.5661,5457678.967
Break and Enter Residential/Other,2018,4,5,12,51,13XX ROLSTON ST,Central Business District,490735.2931,5458092.439
Break and Enter Residential/Other,2018,9,24,10,30,13XX W 10TH AVE,Fairview,490203.3559,5456658.306
Break and Enter Residential/Other,2018,3,28,23,23,13XX W 11TH AVE,Fairview,490207.1,5456554.383
Break and Enter Residential/Other,2018,3,28,10,0,13XX W 12TH AVE,Fairview,490147.6415,5456446.196
Break and Enter Residential/Other,2018,6,29,16,0,13XX W 12TH AVE,Fairview,490190.8459,5456445.116
Break and Enter Residential/Other,2018,4,14,16,36,13XX W 13TH AVE,Fairview,490144.7209,5456338.341
Break and Enter Residential/Other,2018,10,8,22,0,13XX W 14TH AVE,Fairview,490095.9603,5456247.221
Break and Enter Residential/Other,2018,10,28,7,30,13XX W 15TH AVE,Fairview,490177.3236,5456141.31
Break and Enter Residential/Other,2018,7,18,14,30,13XX W 26TH AVE,Shaughnessy,490192.8591,5455059.128
Break and Enter Residential/Other,2018,10,20,10,41,13XX W 32ND AVE,Shaughnessy,490015.6719,5454611.928
Break and Enter Residential/Other,2018,12,18,17,25,13XX W 48TH AVE,Oakridge,489998.8787,5452784.133
Break and Enter Residential/Other,2018,10,27,20,16,13XX W 48TH AVE,Oakridge,490012.6053,5452792.533
Break and Enter Residential/Other,2018,12,20,11,48,13XX W 48TH AVE,Oakridge,490111.7779,5452787.064
Break and Enter Residential/Other,2018,9,19,8,0,13XX W 4TH AVE,Fairview,490174.9423,5457110.396
Break and Enter Residential/Other,2018,3,10,16,0,13XX W 4TH AVE,Fairview,490188.9416,5457098.782
Break and Enter Residential/Other,2018,9,25,11,0,13XX W 51ST AVE,Oakridge,490024.7018,5452474.144
Break and Enter Residential/Other,2018,12,19,18,25,13XX W 52ND AVE,Oakridge,490061.812,5452373.614
Break and Enter Residential/Other,2018,2,1,6,5,13XX W 53RD AVE,Oakridge,490057.2696,5452211.114
Break and Enter Residential/Other,2018,12,20,21,0,13XX W 54TH AVE,Oakridge,490011.6575,5452111.289
Break and Enter Residential/Other,2018,2,1,9,20,13XX W 55TH AVE,Oakridge,490139.7112,5451970.094
Break and Enter Residential/Other,2018,11,18,2,15,13XX W 57TH AVE,Oakridge,490118.0906,5451847.471
Break and Enter Residential/Other,2018,1,18,15,0,13XX W 59TH AVE,Marpole,490206.2095,5451621.352
Break and Enter Residential/Other,2018,9,26,10,3,13XX W 70TH AVE,Marpole,490141.8686,5450653.051
Break and Enter Residential/Other,2018,10,21,0,0,13XX W 70TH AVE,Marpole,490141.8686,5450653.051
Break and Enter Residential/Other,2018,10,30,20,28,13XX W 70TH AVE,Marpole,490141.8686,5450653.051
Break and Enter Residential/Other,2018,6,22,5,0,13XX W BROADWAY AVE,Fairview,490239.3276,5456755.589
Break and Enter Residential/Other,2018,2,3,9,5,13XX W KING EDWARD AVE,Shaughnessy,490174.004,5455197.177
Break and Enter Residential/Other,2018,9,18,22,0,13XX WALNUT ST,Kitsilano,489163.8995,5457962.005
Break and Enter Residential/Other,2018,1,20,8,51,14XX CHESTNUT ST,Kitsilano,489359.9171,5457819.954
Break and Enter Residential/Other,2018,10,13,10,0,14XX CONNAUGHT DR,Shaughnessy,490013.2357,5454737.393
Break and Enter Residential/Other,2018,4,14,8,0,14XX DEVONSHIRE CRES,Shaughnessy,489935.0951,5454872.693
Break and Enter Residential/Other,2018,11,8,18,15,14XX E 12TH AVE,Kensington-Cedar Cottage,494564.1414,5456324.568
Break and Enter Residential/Other,2018,2,6,21,0,14XX E 13TH AVE,Kensington-Cedar Cottage,494502.753,5456215.23
Break and Enter Residential/Other,2018,7,12,23,0,14XX E 13TH AVE,Kensington-Cedar Cottage,494518.6807,5456224.049
Break and Enter Residential/Other,2018,11,24,15,0,14XX E 13TH AVE,Kensington-Cedar Cottage,494557.8421,5456214.098
Break and Enter Residential/Other,2018,6,2,21,0,14XX E 20TH AVE,Kensington-Cedar Cottage,494633.0532,5455539.87
Break and Enter Residential/Other,2018,10,21,17,0,14XX E 28TH AVE,Kensington-Cedar Cottage,494492.1562,5454744.425
Break and Enter Residential/Other,2018,7,4,0,15,14XX E 28TH AVE,Kensington-Cedar Cottage,494549.1176,5454734.597
Break and Enter Residential/Other,2018,2,7,13,30,14XX E 32ND AVE,Kensington-Cedar Cottage,494485.3874,5454319.545
Break and Enter Residential/Other,2018,2,6,11,27,14XX E 3RD AVE,Grandview-Woodland,494586.8566,5457237.401
Break and Enter Residential/Other,2018,9,20,2,33,14XX E 3RD AVE,Grandview-Woodland,494586.8566,5457237.401
Break and Enter Residential/Other,2018,5,17,17,35,14XX E 47TH AVE,Victoria-Fraserview,494408.0521,5452770.029
Break and Enter Residential/Other,2018,6,18,21,52,14XX E 49TH AVE,Victoria-Fraserview,494514.1635,5452496.706
Break and Enter Residential/Other,2018,11,1,7,24,14XX E 61ST AVE,Victoria-Fraserview,494491.8166,5451321.127
Break and Enter Residential/Other,2018,10,8,16,0,14XX E 8TH AVE,Grandview-Woodland,494532.7966,5456725.223
Break and Enter Residential/Other,2018,10,29,19,30,14XX E 8TH AVE,Grandview-Woodland,494581.3671,5456733.446
Break and Enter Residential/Other,2018,1,7,5,40,14XX E 8TH AVE,Grandview-Woodland,494598.0379,5456733.129
Break and Enter Residential/Other,2018,7,7,13,24,14XX GRANT ST,Grandview-Woodland,494564.3892,5457631.659
Break and Enter Residential/Other,2018,8,16,15,8,14XX HARO ST,West End,490435.8599,5459421.963
Break and Enter Residential/Other,2018,3,19,16,0,14XX HARO ST,West End,490453.7585,5459417.277
Break and Enter Residential/Other,2018,12,1,0,5,14XX LAMEYS MILL RD,Fairview,490007.6948,5457360.388
Break and Enter Residential/Other,2018,7,6,22,34,14XX LAURIER AVE,Shaughnessy,489902.28,5455345.201
Break and Enter Residential/Other,2018,12,13,0,0,14XX MAPLE ST,Kitsilano,489070.4586,5457841.252
Break and Enter Residential/Other,2018,6,15,12,0,14XX MAPLE ST,Kitsilano,489079.5285,5457838.86
Break and Enter Residential/Other,2018,5,29,7,0,14XX MATTHEWS AVE,Shaughnessy,489897.6634,5455604.999
